V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18
62	Anthophora	hn	none	66037.60142	8231.867958	557.4430692	0.028675267	0.008595241	0.011948028	0.007408443	0.044688728	0.009176634	0.027309778	0.00417565	0.044640984	0.005892576
105	Anthophora	hr	observer	36131.8701	8269.674274	149.1107386	0.003018048	0.001845691	0.006812926	0.003438	0.026579518	0.004896526	0.006036095	0.001217164	0.025324096	0.009584253
105	Anthophora	hn	adjust	40395.7211	8278.584453	151.8252613	0.005115011	0.003029597	0.007307159	0.00307839	0.033759074	0.006216366	0.010230022	0.001352543	0.025006721	0.008672307
73	Apis	hr	observer	62203.35121	8408.794376	647.9766249	0.017375576	0.006594468	0.000567654	0.000569801	0.036727583	0.007860418	0.02758719	0.014456825	0.055720336	0.009079607
75	Apis	hn	none	75427.94872	8528.639955	654.8924831	0.08481667	0.035403782	0.005580044	0.00307546	0.035171187	0.007492199	0	0	0.07280629	0.009778674
72	Anthophora	hn	none	52432.08107	8585.770662	430.2194992	0.00680522	0.005286876	0.010207829	0.003456554	0.034026098	0.005647821	0.015878846	0.009932927	0.037914795	0.010306931
62	Anthophora	hn	observer	66254.6304	8627.04311	559.508448	0.030604328	0.00930613	0.012608124	0.007940025	0.043941079	0.008852324	0.026141388	0.003208232	0.044984738	0.006708885
82	Anthophora	hn	none	52172.76716	8652.783325	352.0222088	0.015212008	0.006430226	0.013038864	0.007595399	0.037338565	0.008960546	0.007606004	0.004415511	0.03393448	0.007066713
61	Anthophora	hn	observer	60919.48596	8655.172513	383.0078952	0.00877199	0.004406828	0.015560124	0.005689803	0.02819093	0.007480283	0.03005569	0.015610847	0.045890206	0.008376341
73	Anthophora	hn	adjust	60530.83147	8732.773325	321.8184906	0.013909841	0.004268636	0.009935601	0.004476737	0.044258585	0.009665615	0.013247468	0.008887086	0.042799511	0.005685096
61	Anthophora	hn	none	60194.24877	8748.665571	381.2387421	0.009460212	0.004626967	0.01576702	0.005836651	0.027950627	0.007554913	0.031534041	0.01650465	0.044485522	0.008452316
72	Anthophora	hn	observer	52929.27133	8993.191695	430.6940423	0.006744386	0.005583487	0.009395436	0.003080902	0.033179876	0.00618442	0.015363141	0.010767567	0.040056834	0.010969513
105	Apis	hn	none	66997.61808	9286.539588	424.9470372	0.037379757	0.014240403	0.012205635	0.005370538	0.042007727	0.008110076	0.014239907	0.007173711	0.049839676	0.009690326
76	Anthophora	hn	observer	65702.66685	9302.625587	277.6954547	0.009681772	0.004883267	0.014524432	0.004905623	0.055589706	0.010127145	0.008315354	0.001324651	0.039448622	0.008904421
105	Apis	hn	observer	67517.16196	9314.80811	427.2331067	0.0363288	0.014102746	0.01169595	0.005225375	0.043068524	0.007969564	0.01354814	0.006729634	0.050527668	0.009938466
72	Apis	hn	adjust	47451.57566	9319.060948	441.8713355	0.024620926	0.024773779	0.000905181	0.000910801	0.026990854	0.007149206	0.002413816	0.002428802	0.046034924	0.011037473
78	Anthophora	hn	observer	35953.53629	9381.992077	164.8808183	0	0	0.018584167	0.011680736	0.018330943	0.004476392	0.005732419	0.002958582	0.020091898	0.00631306
75	Apis	hn	observer	75700.29164	9583.489356	644.9788212	0.101952144	0.046362389	0.006901249	0.004036623	0.036004591	0.008561026	0	0	0.070416944	0.010728904
75	Anthophora	unif	adjust	63942.23461	9658.20342	545.3577452	0.010252589	0.002576292	0.014417703	0.005787527	0.050097876	0.013188346	0.012815736	0.003713823	0.039820322	0.008587526
61	Apis	hn	adjust	40135.0178	9771.023269	312.8905934	0.003094933	0.003116778	0	0	0.018288239	0.00696952	0.005158221	0.00519463	0.043107991	0.012266863
82	Apis	unif	none	49284.87627	9778.320078	1097.636656	0.042666667	0.0143527	0.005238095	0.003698787	0.034545455	0.010281618	0.001111111	0.001111111	0.038717949	0.011413857
78	Anthophora	hn	none	35645.96409	9855.511628	162.2801698	0	0	0.019565189	0.012901246	0.018181792	0.004534122	0.005797093	0.002934465	0.018840552	0.005740651
84	Anthophora	hn	adjust	28158.58266	9959.05746	165.4851066	0.002157561	0.001429818	0.01213628	0.009426284	0.012585772	0.00519375	0.010787804	0.006046684	0.017722822	0.006367281
61	Apis	hr	none	36460.92936	9968.610115	313.0497351	0.002811613	0.002852987	0	0	0.016614074	0.006660412	0.004686021	0.004754978	0.039161747	0.012162593
104	Apis	hr	none	62783.76391	10123.07497	658.4076532	0.029560444	0.018961971	0.009853481	0.005330896	0.045044487	0.007604507	0.011261122	0.005676199	0.045044487	0.011498867
75	Apis	hr	observer	74819.58593	10145.6746	656.6520908	0.100333076	0.045507494	0.006759183	0.003949204	0.03575403	0.008709087	0	0	0.069564782	0.010983163
61	Apis	hr	observer	37683.72867	10159.52093	315.2385101	0.003589664	0.003755611	0	0	0.018496142	0.008401011	0.003833904	0.003956956	0.039744119	0.011534831
73	Apis	hr	none	66686.16164	10210.94594	667.52071	0.023777676	0.009709133	0.000893898	0.000899071	0.038681387	0.008146154	0.027114894	0.013985778	0.060166184	0.010750833
105	Apis	hr	none	65987.49769	10237.77388	428.8543637	0.036816184	0.014258502	0.012021611	0.005355518	0.041374378	0.008492404	0.014025213	0.007132856	0.049088245	0.010138942
76	Anthophora	hn	adjust	64547.07774	10265.32361	281.2153517	0.010973604	0.005477813	0.015676578	0.0054726	0.053039088	0.009502044	0.00914467	0.001074512	0.038241349	0.008577531
82	Anthophora	hr	observer	51555.93854	10456.78887	335.5668562	0.010175971	0.004347759	0.008733863	0.005119225	0.044811217	0.014863788	0.005072194	0.002972184	0.03275286	0.008820748
104	Apis	unif	adjust	69351.39638	10523.83886	653.4235664	0.032652679	0.020869791	0.010884226	0.00585859	0.049756463	0.007950226	0.012439116	0.00623321	0.049756463	0.012408874
62	Anthophora	hr	none	72121.28966	10758.21508	553.7868956	0.031316965	0.009731417	0.013048735	0.008161268	0.04880566	0.010790284	0.029825681	0.005173768	0.048753517	0.007574282
74	Anthophora	unif	adjust	71237.51837	10841.56647	647.9680935	0.029424547	0.012657273	0.016091549	0.006252844	0.057623071	0.013865339	0.021455399	0.015340448	0.040553061	0.009766504
75	Apis	hr	none	81227.66866	10866.68414	658.1345837	0.091338297	0.038681311	0.006009099	0.003339688	0.03787553	0.008510652	0	0	0.078404428	0.011929799
82	Anthophora	hn	observer	58153.74701	11042.56543	333.2126751	0.012280128	0.005255017	0.010502064	0.006183857	0.04921499	0.015388135	0.006172403	0.003595339	0.037111817	0.009334109
62	Anthophora	hn	adjust	78087.24665	11092.11334	554.52662	0.033907541	0.01042266	0.014128142	0.008812926	0.052842921	0.011432366	0.032292896	0.005405285	0.052786465	0.007840641
104	Apis	hn	observer	71510.39401	11198.35708	653.3770696	0.032888138	0.021140602	0.010425253	0.00593637	0.05293292	0.009019296	0.014523965	0.007419771	0.050618125	0.012581546
62	Anthophora	hr	observer	73439.74263	11200.68013	557.3084471	0.032238121	0.010770448	0.013525206	0.008566123	0.050157359	0.011549584	0.031141247	0.005808326	0.048929913	0.007585433
74	Anthophora	hn	observer	78663.56148	11211.34252	640.7998489	0.033778629	0.014740156	0.019195663	0.007157361	0.061785137	0.013104933	0.024091172	0.018211699	0.044566294	0.009602074
104	Apis	hn	none	70938.58582	11222.12731	653.5613768	0.033399975	0.021399579	0.011133325	0.006013305	0.050895199	0.008444486	0.0127238	0.006401188	0.050895199	0.012895189
75	Anthophora	hn	observer	73184.11026	11263.41942	538.8706615	0.015286636	0.004801948	0.01637622	0.00655404	0.057745052	0.01484382	0.014674963	0.003667629	0.04520751	0.009879043
76	Anthophora	hr	adjust	65652.46158	11375.65397	283.1377246	0.01116153	0.005624256	0.015945043	0.00567332	0.053947395	0.010352503	0.009301275	0.001265946	0.038896241	0.009125351
105	Apis	hr	adjust	74071.67208	11409.76605	428.0563882	0.04132656	0.015986994	0.013494387	0.006006425	0.046443182	0.009493897	0.015743451	0.008001392	0.05510208	0.011335185
75	Anthophora	hn	none	72742.61477	11426.38312	539.7826249	0.011663654	0.002973703	0.016402013	0.00662194	0.056992855	0.015203382	0.014579568	0.00427147	0.045300799	0.009962786
82	Anthophora	hn	adjust	64876.8108	11568.37429	347.5163776	0.018916125	0.008091396	0.016213821	0.009504388	0.046430488	0.011549961	0.009458062	0.00552552	0.042197509	0.009211827
78	Anthophora	hr	none	38519.49849	11652.65666	162.21301	0	0	0.021142401	0.014180815	0.019647483	0.005461158	0.006264415	0.003262946	0.020359349	0.006688015
73	Apis	hn	adjust	71176.65491	11656.35656	666.4508206	0.02537881	0.010467249	0.000954091	0.000961211	0.041286103	0.009019356	0.028940748	0.015021903	0.064217637	0.012065824
72	Apis	hr	observer	44919.05475	11658.7011	443.2441423	0.025963025	0.026570377	0.000976281	0.001008316	0.024479805	0.008018654	0.001111209	0.001121577	0.044291941	0.013277263
78	Anthophora	hr	observer	39840.29757	11813.07749	164.103372	0	0	0.020387965	0.012970119	0.019718341	0.005190972	0.005842119	0.003047222	0.022965757	0.008107181
61	Apis	hr	adjust	38313.52971	11966.99502	313.4315697	0.002954472	0.003030971	0	0	0.017458245	0.007478995	0.00492412	0.005051619	0.041151577	0.014211541
74	Anthophora	hn	none	76623.57978	11988.87539	645.176145	0.031649251	0.013662714	0.017308184	0.00675493	0.061979783	0.015082662	0.023077579	0.016521578	0.04361916	0.010623757
104	Apis	hr	observer	67119.87821	11994.70336	656.3455671	0.035685394	0.023122279	0.010524886	0.006490012	0.049048493	0.009279965	0.012424623	0.006399552	0.047237693	0.013340523
105	Anthophora	hr	adjust	36358.43267	12039.99187	153.5456397	0.004603799	0.002978174	0.006576856	0.003256304	0.030385075	0.009683567	0.009207598	0.002686655	0.022507463	0.009757155
78	Anthophora	hn	adjust	42215.76647	12253.22586	161.8118888	0	0	0.023171191	0.015415533	0.021532824	0.005696739	0.006865538	0.003527829	0.022312999	0.007078654
105	Apis	hr	observer	71010.03535	12296.2287	424.0553752	0.033748981	0.013456414	0.010647562	0.004872025	0.046768412	0.009831906	0.012204855	0.00590828	0.054348382	0.013003674
75	Apis	hr	adjust	93660.39166	12595.93552	653.6300037	0.105318555	0.044625378	0.006928852	0.003852039	0.043672766	0.009831646	0	0	0.090405025	0.013811817
75	Apis	hn	adjust	92515.21385	12772.09652	651.8863021	0.104030834	0.044198987	0.006844134	0.003810923	0.043138783	0.009804184	0	0	0.089299651	0.013924299
82	Anthophora	hr	none	61847.92675	12845.19424	349.4121263	0.018032993	0.007949069	0.015456851	0.009208949	0.044262802	0.011977176	0.009016497	0.005354342	0.040227447	0.009770854
104	Apis	hr	adjust	74219.09902	12875.16099	656.7138081	0.034944537	0.02252697	0.011648179	0.006345799	0.053248818	0.009613896	0.013312204	0.006763927	0.053248818	0.014013955
72	Anthophora	hn	adjust	68781.72614	12961.63059	426.5342901	0.008927259	0.006985251	0.013390888	0.00470323	0.044636293	0.008498342	0.02083027	0.013174282	0.049737584	0.01429444
73	Apis	hr	adjust	77397.11974	13076.55261	665.1978568	0.027596785	0.011439628	0.001037473	0.001046104	0.044894291	0.009983371	0.031470017	0.016386977	0.06982992	0.013437217
72	Anthophora	hr	adjust	69703.73006	13109.33376	427.5058417	0.009046927	0.007078074	0.01357039	0.004763557	0.045234633	0.008595531	0.021109495	0.013348532	0.050404305	0.014473712
105	Apis	hn	adjust	74933.36126	13452.63673	426.0978655	0.041807319	0.016626093	0.01365137	0.006205321	0.046983464	0.010536279	0.015926598	0.008226623	0.055743092	0.0125664
104	Bombus	hr	observer	22497.64685	13536.22746	206.2319435	0.083731221	0.051062896	0.010534882	0.007614462	0.010371256	0.006071232	0	0	0.010250833	0.007129912
82	Anthophora	hr	adjust	69231.61689	13597.52478	348.0128209	0.020185855	0.008793044	0.017302161	0.010241933	0.049547099	0.012982903	0.010092928	0.005954694	0.045029984	0.010506178
82	Apis	hr	observer	71790.58096	13683.85855	983.7580282	0.063644687	0.021076583	0.007905942	0.005353127	0.049045945	0.014260488	0.001600201	0.001603222	0.056931212	0.015760324
61	Anthophora	hn	adjust	80907.33753	13693.08788	376.2107069	0.01271551	0.006316117	0.021192517	0.008057439	0.037568553	0.010664377	0.042385034	0.022486384	0.059793173	0.012488081
78	Anthophora	hr	adjust	42498.35645	13708.69901	163.7467019	0	0	0.023326297	0.015862126	0.021676963	0.006495765	0.006911496	0.00368223	0.022462361	0.007795717
75	Anthophora	hr	observer	78764.96435	13765.1677	540.7832172	0.016688154	0.006493946	0.017415131	0.007274308	0.062335481	0.016915024	0.01565634	0.0042651	0.048736154	0.011438658
62	Anthophora	hr	adjust	76584.70773	13816.17027	555.4843776	0.033255099	0.010870569	0.013856291	0.008779641	0.051826128	0.012607036	0.031671523	0.006364722	0.051770758	0.009606321
82	Apis	hr	none	69029.30082	13834.25558	983.0672065	0.059759715	0.020173637	0.007336572	0.005184746	0.048384997	0.014465547	0.001556243	0.001556865	0.054229068	0.01605992
104	Apis	hn	adjust	76139.49799	14390.73083	655.1072923	0.035848717	0.023265842	0.011949572	0.006571442	0.054626617	0.010680351	0.013656654	0.007014184	0.054626617	0.014949366
72	Anthophora	hr	none	65237.05832	14686.86464	428.3254006	0.008467192	0.006706854	0.012700788	0.004727215	0.042335961	0.009600156	0.019756782	0.012730111	0.047174356	0.014750503
75	Anthophora	hr	none	81701.17383	14808.07642	539.4322565	0.013100082	0.003543766	0.01842199	0.00762172	0.064011765	0.01803008	0.016375103	0.005020821	0.050879783	0.012098638
72	Apis	hr	none	48438.7773	15056.51831	445.3061208	0.025133149	0.026004063	0.000924013	0.000956032	0.027552383	0.009865465	0.002464034	0.002549418	0.046992653	0.015973075
62	Apis	hn	observer	82807.02477	15290.61634	650.4912366	0.01289849	0.007285789	0.00260328	0.001736578	0.034499386	0.008255655	0.047490149	0.030296223	0.080619928	0.019462373
61	Anthophora	hr	none	74570.88521	15290.89112	379.1090349	0.011719664	0.005977475	0.019532774	0.00776305	0.034626281	0.010615183	0.039065548	0.021213026	0.055110327	0.013160055
61	Anthophora	hr	observer	74652.06163	15332.692	381.5507854	0.009479356	0.00497008	0.018197636	0.00726088	0.034250662	0.010679588	0.035300915	0.018474253	0.057633023	0.01427033
62	Apis	unif	adjust	74108.42215	15363.01123	663.2822247	0.013712657	0.007745821	0.002337385	0.001641097	0.030031853	0.007655007	0.045708857	0.033464888	0.071919531	0.019734326
61	Anthophora	hr	adjust	83804.18496	15670.27744	376.1493252	0.013170783	0.006625528	0.021951305	0.00852644	0.038913676	0.011471257	0.043902609	0.023551567	0.061934038	0.013840666
72	Anthophora	hr	observer	66654.47218	15929.45746	428.7573591	0.009025277	0.008017993	0.013860737	0.005999488	0.042064178	0.010489095	0.017559061	0.0127517	0.048728907	0.014736007
62	Apis	hn	none	79240.65534	16719.4464	661.0044354	0.0146623	0.008302258	0.002499256	0.001757494	0.03211165	0.008281828	0.048874335	0.035833934	0.076900177	0.021316255
82	Apis	hn	observer	89416.04135	16970.34179	985.8175954	0.082202679	0.027499335	0.010210712	0.006930651	0.06026824	0.017452671	0.002067112	0.002074583	0.070947295	0.01921566
75	Anthophora	hn	adjust	91670.51468	17305.98493	536.4832029	0.01469858	0.004051252	0.020669879	0.008621131	0.071822608	0.020582688	0.018373225	0.00571643	0.057088236	0.013905727
82	Apis	hn	adjust	81086.09946	17782.20814	983.7766837	0.070197469	0.024507628	0.008617993	0.006138474	0.056836019	0.017729701	0.001828059	0.00183602	0.063700828	0.01969917
74	Anthophora	hn	adjust	103622.1951	17985.71255	633.6286757	0.042800987	0.018754599	0.02340679	0.009302808	0.0838186	0.021347217	0.031209053	0.022465735	0.05898854	0.015035192
82	Apis	hr	adjust	83833.24398	18148.55036	979.8077801	0.072575714	0.025210039	0.008909965	0.00633876	0.058761586	0.018214407	0.001889993	0.001897068	0.065858971	0.020235452
82	Apis	hn	none	89265.84137	18284.30012	986.2362291	0.077278796	0.026291858	0.009487352	0.006716708	0.06256948	0.018892684	0.002012469	0.002015074	0.070126792	0.020978947
82	Apis	unif	adjust	91536.13539	18391.51279	985.4786999	0.079244224	0.026775188	0.009728644	0.006876627	0.064160806	0.01920393	0.002063652	0.002064688	0.071910323	0.021321026
75	Anthophora	hr	adjust	98590.5826	18577.40263	534.9181602	0.015808154	0.004353235	0.022230216	0.00926836	0.077244388	0.022118397	0.019760192	0.006143703	0.06139774	0.01493857
62	Apis	hn	adjust	101731.1037	22895.81535	656.0919427	0.018823822	0.010760115	0.003208606	0.002270264	0.041225726	0.011111835	0.062746074	0.046266204	0.09872634	0.028437666
62	Apis	hr	none	95216.95163	22915.58617	659.8594622	0.017618476	0.010182498	0.003003149	0.00214026	0.038585917	0.010908122	0.058728252	0.043592103	0.092404592	0.027757982
62	Apis	hr	adjust	103328.2908	23175.96528	657.288253	0.019119358	0.01092328	0.003258981	0.002305113	0.041872974	0.011259467	0.063731192	0.046977678	0.100276352	0.028824037
62	Apis	hr	observer	106336.5252	26275.80668	636.5010793	0.012652843	0.007775043	0.003154823	0.00218569	0.046154757	0.014733139	0.050849937	0.023941211	0.104795491	0.030557914
74	Anthophora	hr	observer	126277.6234	43066.88254	634.0318099	0.064778812	0.040496247	0.034150196	0.019427094	0.098428473	0.035229495	0.044777126	0.040897181	0.067089697	0.023696015
74	Anthophora	hr	none	127768.2535	44656.39444	632.6421514	0.052774479	0.028126088	0.028861043	0.014430242	0.103350022	0.040936914	0.038481391	0.030060115	0.072734058	0.028819283
73	Anthophora	hr	adjust	89319.19057	66993.59063	314.0721757	0.020525337	0.016367993	0.014660955	0.012652455	0.065307892	0.050140587	0.01954794	0.019467616	0.063154884	0.047235494
73	Anthophora	hr	none	103160.3579	73793.56954	312.1155721	0.023706005	0.018132476	0.016932861	0.014105181	0.075428197	0.055355019	0.022577147	0.021900106	0.072941553	0.05201533
73	Anthophora	hr	observer	117834.2167	106885.9774	308.3052504	0.012638924	0.006302193	0.011655053	0.008299027	0.079109569	0.069622036	0.035040683	0.047407657	0.094093932	0.091918232
